State,vibxaccg,vibyaccg,chasiaccg
Normal,0.009155553,-0.228888821,0.186162908
Normal,0.088503677,0.045777764,0.204474013
Normal,0.076296274,0.1617481,0.125125889
Normal,0.021362957,0.082399976,0.06408887
Normal,-0.106814783,-0.1617481,0.045777764
Normal,-0.137333293,-0.283822138,-0.015259255
Normal,-0.167851802,0.039674062,-0.137333293
Normal,-0.027466659,0.448622108,-0.167851802
Normal,0.039674062,0.582903549,-0.210577715
Normal,0.057985168,0.381481387,-0.198370311
Normal,0.015259255,0.173955504,-0.155644398
Normal,-0.027466659,0.057985168,-0.076296274
Normal,-0.143436994,-0.094607379,-0.027466659
Normal,-0.057985168,-0.271614734,-0.015259255
Normal,0.027466659,-0.357066579,-0.021362957
Normal,-0.015259255,-0.302133244,0.039674062
Normal,0.125125889,-0.241096225,0.045777764
Normal,0.149540696,-0.155644398,-0.045777764
Normal,0.027466659,-0.125125889,-0.094607379
Normal,0.112918485,-0.039674062,-0.119022187
Normal,0.003051851,0.039674062,-0.082399976
Normal,-0.100711081,0.149540696,-0.06408887
Normal,-0.082399976,0.314340666,-0.06408887
Normal,-0.03357036,0.503555425,-0.088503677
Normal,-0.03357036,0.643940568,-0.045777764
Normal,0.021362957,0.411999896,0.027466659
Normal,0.082399976,-0.021362957,0.106814783
Normal,0.143436994,-0.296029542,0.100711081
Normal,0.216681417,-0.4242073,0.1617481
Normal,0.283822138,-0.491348021,0.137333293
Normal,0.094607379,-0.381481387,0.186162908
Normal,-0.088503677,-0.149540696,0.100711081
Normal,-0.119022187,-0.039674062,0.082399976
Normal,0.009155553,0.051881466,0.021362957
Normal,0.06408887,-0.03357036,-0.03357036
Normal,0.149540696,0.045777764,-0.003051851
Normal,0.198370311,0.173955504,0.027466659
Normal,0.094607379,0.131229591,-0.021362957
Normal,0.094607379,0.1617481,0.051881466
Normal,0.125125889,0.021362957,0.021362957
Normal,0.076296274,-0.027466659,-0.027466659
Normal,0.051881466,-0.03357036,0.06408887
Normal,0.057985168,-0.155644398,0.021362957
Normal,-0.027466659,-0.222785119,0.027466659
Normal,0.027466659,-0.222785119,0.003051851
Normal,0.112918485,-0.125125889,-0.057985168
Normal,0.03357036,0.009155553,-0.076296274
Normal,-0.094607379,-0.051881466,-0.155644398
Normal,-0.216681417,-0.03357036,-0.186162908
Normal,-0.216681417,0.027466659,-0.143436994
Normal,-0.210577715,0.051881466,-0.204474013
Normal,-0.045777764,-0.027466659,-0.186162908
Normal,0.149540696,-0.009155553,-0.173955504
Normal,0.082399976,0.210577715,-0.106814783
Normal,-0.015259255,0.234992523,-0.125125889
Normal,0.009155553,0.1617481,-0.045777764
Normal,0.057985168,-0.009155553,-0.027466659
Normal,-0.03357036,-0.1617481,-0.06408887
Normal,-0.131229591,-0.143436994,-0.021362957
Normal,-0.125125889,-0.119022187,-0.021362957
Normal,0.131229591,0.021362957,0.03357036
Normal,0.198370311,0.204474013,0.076296274
Normal,0.125125889,0.32654807,0.088503677
Normal,0.009155553,0.515762828,0.125125889
Normal,-0.094607379,0.540177636,0.131229591
Normal,-0.112918485,0.381481387,0.25940733
Normal,0.009155553,0.039674062,0.265511032
Normal,0.155644398,-0.210577715,0.228888821
Normal,0.216681417,-0.302133244,0.1617481
Normal,0.106814783,-0.137333293,0.106814783
Normal,-0.076296274,0.155644398,0.094607379
Normal,-0.131229591,0.338755473,0.082399976
Normal,-0.112918485,0.009155553,0.070192572
Normal,-0.003051851,-0.1617481,-0.027466659
Normal,0.100711081,-0.003051851,0.015259255
Normal,0.186162908,0.1617481,0.06408887
Normal,0.186162908,0.082399976,0.137333293
Normal,0.19226661,-0.088503677,0.131229591
Normal,0.137333293,-0.100711081,0.112918485
Normal,0.137333293,-0.180059206,0.155644398
Normal,0.143436994,-0.277718436,0.100711081
Normal,0.039674062,-0.350962877,0.057985168
Normal,-0.039674062,-0.308236945,-0.015259255
Normal,0.009155553,0.106814783,-0.03357036
Normal,0.076296274,0.369273983,-0.003051851
Normal,0.094607379,0.125125889,-0.076296274
Normal,0.094607379,-0.021362957,-0.155644398
Normal,0.06408887,0.100711081,-0.131229591
Normal,0.039674062,0.027466659,-0.1617481
Normal,0.173955504,-0.320444368,-0.082399976
Normal,0.222785119,-0.680562779,-0.173955504
Normal,-0.03357036,-0.399792492,-0.204474013
Normal,-0.19226661,-0.027466659,-0.180059206
Normal,-0.204474013,0.393688791,-0.131229591
Normal,-0.100711081,0.503555425,-0.057985168
Normal,0.039674062,0.253303628,-0.100711081
Normal,0.106814783,-0.021362957,-0.057985168
Normal,0.051881466,-0.393688791,-0.027466659
Normal,-0.051881466,-0.711081252,0.003051851
Normal,-0.119022187,-0.55238504,-0.06408887
Normal,-0.216681417,-0.112918485,-0.106814783
Normal,-0.149540696,0.314340666,-0.125125889
Normal,0.003051851,0.4242073,-0.027466659
Normal,0.173955504,0.296029542,-0.088503677
Normal,0.296029542,0.271614734,0.027466659
Normal,0.253303628,0.344859175,0.045777764
Normal,0.057985168,0.570696145,0.082399976
Normal,-0.088503677,0.662251636,0.051881466
Normal,-0.149540696,0.497451723,0.253303628
Normal,-0.06408887,-0.100711081,0.271614734
Normal,0.106814783,-0.650044233,0.308236945
Normal,0.112918485,-0.692770183,0.234992523
Normal,0.027466659,-0.320444368,0.241096225
Normal,-0.186162908,0.106814783,0.180059206
Normal,-0.338755473,0.387585089,0.051881466
Normal,-0.216681417,0.277718436,0.045777764
Normal,0.027466659,-0.03357036,0.210577715
Normal,0.204474013,-0.25940733,0.247199927
Normal,0.25940733,-0.234992523,0.051881466
Normal,0.045777764,-0.070192572,0.027466659
Normal,-0.057985168,0.198370311,0.076296274
Normal,-0.057985168,0.375377685,0.155644398
Normal,-0.003051851,0.082399976,0.173955504
Normal,0.082399976,-0.332651772,0.027466659
Normal,0.100711081,-0.296029542,-0.088503677
Normal,0.082399976,0.369273983,-0.06408887
Normal,0.021362957,0.479140617,0.045777764
Normal,-0.015259255,0.009155553,-0.027466659
Normal,0.100711081,-0.094607379,-0.045777764
Normal,0.149540696,-0.070192572,-0.076296274
Normal,0.149540696,-0.112918485,-0.015259255
Normal,-0.015259255,-0.350962877,-0.03357036
Normal,0.03357036,-0.558488742,-0.06408887
Normal,0.210577715,-0.491348021,-0.112918485
Normal,0.027466659,-0.28992584,-0.234992523
Normal,-0.021362957,-0.057985168,-0.228888821
Normal,-0.265511032,0.149540696,-0.198370311
Normal,-0.155644398,0.314340666,-0.25940733
Normal,-0.027466659,0.430311002,-0.271614734
Normal,-0.057985168,0.405896194,-0.198370311
Normal,-0.106814783,0.06408887,-0.076296274
Normal,-0.119022187,-0.314340666,-0.039674062
Normal,-0.137333293,-0.393688791,-0.070192572
Normal,-0.112918485,-0.234992523,-0.06408887
Normal,0.03357036,-0.106814783,-0.021362957
Normal,0.149540696,-0.149540696,0.03357036
Normal,0.222785119,-0.045777764,0.112918485
Normal,0.210577715,0.271614734,0.210577715
Normal,0.19226661,0.418103598,0.173955504
Normal,0.119022187,0.222785119,0.131229591
Normal,0.06408887,-0.003051851,0.051881466
Normal,0.03357036,-0.045777764,0.06408887
Normal,-0.03357036,0.088503677,0.143436994
Normal,-0.143436994,0.167851802,0.167851802
Normal,-0.131229591,-0.06408887,0.19226661
Normal,-0.045777764,-0.186162908,0.094607379
Normal,0.009155553,-0.125125889,0.03357036
Normal,0.003051851,0.027466659,0.088503677
Normal,-0.015259255,-0.009155553,0.1617481
Normal,0.021362957,-0.234992523,0.216681417
Normal,0.076296274,-0.399792492,0.222785119
Normal,0.137333293,-0.210577715,0.155644398
Normal,0.051881466,0.039674062,0.119022187
Normal,-0.045777764,0.210577715,0.039674062
Normal,-0.112918485,0.173955504,0.015259255
Normal,-0.143436994,-0.06408887,0.021362957
Normal,-0.094607379,-0.180059206,-0.094607379
Normal,-0.045777764,0.051881466,-0.222785119
Normal,0.015259255,0.52186653,-0.234992523
Normal,0.051881466,0.631733164,-0.180059206
Normal,0.003051851,0.247199927,-0.119022187
Normal,-0.021362957,-0.06408887,-0.125125889
Normal,-0.210577715,-0.143436994,-0.094607379
Normal,-0.039674062,-0.143436994,-0.021362957
Normal,0.088503677,-0.210577715,0.03357036
Normal,-0.045777764,-0.283822138,0.039674062
Normal,0.125125889,-0.25940733,0.021362957
Normal,0.149540696,-0.19226661,-0.027466659
Normal,0.082399976,-0.137333293,-0.045777764
Normal,0.070192572,-0.057985168,-0.094607379
Normal,-0.106814783,0.03357036,-0.06408887
Normal,-0.19226661,0.119022187,-0.076296274
Normal,-0.131229591,0.296029542,-0.039674062
Normal,-0.021362957,0.637836829,-0.100711081
Normal,0.06408887,0.77822201,-0.003051851
Normal,0.112918485,0.393688791,0.070192572
Normal,0.100711081,-0.143436994,0.112918485
Normal,0.06408887,-0.4242073,0.106814783
Normal,0.149540696,-0.479140617,0.119022187
Normal,0.167851802,-0.344859175,0.143436994
Normal,0.088503677,-0.228888821,0.173955504
Normal,0.021362957,-0.06408887,0.125125889
Normal,0.06408887,-0.015259255,0.057985168
Normal,0.021362957,-0.112918485,0.003051851
Normal,-0.021362957,-0.119022187,-0.009155553
Normal,0.112918485,0.03357036,-0.051881466
Normal,0.198370311,0.19226661,0.009155553
Normal,0.167851802,0.204474013,0.076296274
Normal,0.155644398,0.094607379,0.082399976
Normal,0.082399976,-0.03357036,-0.009155553
Normal,0.027466659,-0.100711081,-0.039674062
Normal,0.003051851,-0.057985168,0.021362957
Normal,0.003051851,-0.119022187,0.076296274
Normal,-0.003051851,-0.186162908,0.021362957
Normal,0.015259255,-0.167851802,-0.045777764
Normal,0.149540696,-0.027466659,-0.094607379
Normal,0.100711081,-0.021362957,-0.131229591
Normal,-0.119022187,-0.149540696,-0.125125889
Normal,-0.186162908,-0.155644398,-0.186162908
Normal,-0.180059206,0.057985168,-0.180059206
Normal,-0.173955504,0.070192572,-0.210577715
Normal,-0.021362957,-0.119022187,-0.198370311
Normal,0.149540696,-0.051881466,-0.180059206
Normal,0.021362957,0.222785119,-0.149540696
Normal,-0.039674062,0.253303628,-0.082399976
Normal,-0.027466659,0.06408887,-0.057985168
Normal,0.003051851,-0.106814783,-0.039674062
Normal,0.045777764,-0.180059206,-0.051881466
Normal,-0.131229591,-0.1617481,-0.088503677
Normal,-0.112918485,-0.051881466,-0.009155553
Normal,0.045777764,0.06408887,0.039674062
Normal,0.180059206,0.222785119,0.070192572
Normal,0.106814783,0.357066579,0.06408887
Normal,-0.009155553,0.479140617,0.100711081
Normal,-0.088503677,0.497451723,0.167851802
Normal,-0.088503677,0.308236945,0.277718436
Normal,0.051881466,0.003051851,0.25940733
Normal,0.149540696,-0.204474013,0.228888821
Normal,0.228888821,-0.283822138,0.186162908
Normal,0.119022187,-0.100711081,0.112918485
Normal,-0.082399976,0.271614734,0.070192572
Normal,-0.216681417,0.460829511,0.137333293
Normal,-0.125125889,0.021362957,0.070192572
Normal,0.039674062,-0.283822138,0.003051851
Normal,0.143436994,-0.057985168,-0.009155553
Normal,0.143436994,0.173955504,0.125125889
Normal,0.186162908,0.119022187,0.1617481
Normal,0.222785119,-0.070192572,0.112918485
Normal,0.137333293,-0.06408887,0.112918485
Normal,0.1617481,-0.155644398,0.137333293
Normal,0.137333293,-0.32654807,0.137333293
Normal,0.070192572,-0.399792492,0.027466659
Normal,-0.003051851,-0.296029542,0.051881466
Normal,0.045777764,0.094607379,-0.051881466
Normal,0.088503677,0.387585089,-0.051881466
Normal,0.106814783,0.32654807,-0.045777764
Normal,0.045777764,0.03357036,-0.1617481
Normal,0.027466659,0.009155553,-0.1617481
Normal,0.070192572,-0.021362957,-0.149540696
Normal,0.186162908,-0.369273983,-0.112918485
Normal,0.253303628,-0.643940568,-0.1617481
Normal,0.149540696,-0.485244319,-0.186162908
Normal,-0.082399976,-0.076296274,-0.204474013
Normal,-0.271614734,0.314340666,-0.143436994
Normal,-0.137333293,0.582903549,-0.100711081
Normal,0.027466659,0.332651772,-0.112918485
Normal,0.106814783,-0.094607379,-0.070192572
Normal,0.051881466,-0.454725809,-0.021362957
Normal,-0.143436994,-0.698873848,-0.03357036
Normal,-0.277718436,-0.491348021,-0.06408887
Normal,-0.283822138,-0.057985168,-0.137333293
Normal,-0.180059206,0.332651772,-0.149540696
Normal,0.003051851,0.436414704,-0.003051851
Normal,0.180059206,0.241096225,-0.051881466
Normal,0.265511032,0.234992523,0.045777764
Normal,0.357066579,0.234992523,0.015259255
Normal,0.25940733,0.442518406,0.051881466
Normal,0.082399976,0.631733164,0.06408887
Normal,-0.082399976,0.680562779,0.253303628
Normal,-0.070192572,0.094607379,0.338755473
Normal,0.009155553,-0.589007251,0.28992584
Normal,0.057985168,-0.711081252,0.241096225
Normal,0.070192572,-0.399792492,0.234992523
Normal,-0.119022187,-0.03357036,0.19226661
Normal,-0.277718436,0.28992584,0.082399976
Normal,-0.19226661,0.387585089,0.057985168
Normal,-0.051881466,0.112918485,0.167851802
Normal,0.119022187,-0.19226661,0.265511032
Normal,0.198370311,-0.296029542,0.119022187
Normal,0.027466659,-0.222785119,0.009155553
Normal,-0.009155553,0.076296274,0.070192572
Normal,-0.03357036,0.4242073,0.125125889
Normal,-0.051881466,0.247199927,0.210577715
Normal,0.003051851,-0.271614734,0.057985168
Normal,0.057985168,-0.338755473,-0.100711081
Normal,0.070192572,0.247199927,-0.06408887
Normal,0.015259255,0.52186653,0.003051851
Normal,0.076296274,0.167851802,-0.003051851
Normal,0.119022187,-0.106814783,-0.051881466
Normal,0.06408887,-0.112918485,-0.076296274
Normal,-0.003051851,-0.094607379,-0.021362957
Normal,-0.039674062,-0.28992584,-0.039674062
Normal,0.088503677,-0.479140617,-0.070192572
Normal,0.28992584,-0.540177636,-0.106814783
Normal,0.119022187,-0.302133244,-0.204474013
Normal,-0.03357036,-0.051881466,-0.210577715
Normal,-0.19226661,0.088503677,-0.19226661
Normal,-0.19226661,0.247199927,-0.210577715
Normal,-0.112918485,0.308236945,-0.283822138
Normal,-0.051881466,0.314340666,-0.222785119
Normal,-0.039674062,0.173955504,-0.06408887
Normal,-0.057985168,-0.180059206,-0.021362957
Normal,-0.070192572,-0.357066579,-0.06408887
Normal,-0.088503677,-0.271614734,-0.076296274
Normal,-0.015259255,-0.094607379,-0.045777764
Normal,0.027466659,-0.051881466,0.057985168
Normal,0.131229591,0.021362957,0.149540696
Normal,0.25940733,0.204474013,0.180059206
Normal,0.277718436,0.387585089,0.180059206
Normal,0.155644398,0.241096225,0.119022187
Normal,0.100711081,-0.027466659,0.082399976
Normal,-0.045777764,-0.143436994,0.045777764
Normal,-0.131229591,0.015259255,0.112918485
Normal,-0.143436994,0.204474013,0.186162908
Normal,-0.051881466,0.088503677,0.173955504
Normal,0.021362957,-0.119022187,0.106814783
Normal,0.076296274,-0.119022187,0.03357036
Normal,-0.015259255,-0.070192572,0.03357036
Normal,-0.021362957,-0.015259255,0.106814783
Normal,0.009155553,-0.180059206,0.198370311
Normal,0.070192572,-0.308236945,0.234992523
Normal,0.057985168,-0.277718436,0.186162908
Normal,-0.027466659,-0.119022187,0.125125889
Normal,-0.03357036,0.143436994,0.03357036
Normal,-0.100711081,0.344859175,0.027466659
Normal,-0.088503677,0.070192572,-0.009155553
Normal,-0.039674062,-0.253303628,-0.094607379
Normal,-0.051881466,-0.100711081,-0.167851802
Normal,0.009155553,0.448622108,-0.19226661
Normal,0.039674062,0.67445904,-0.216681417
Normal,-0.003051851,0.32654807,-0.173955504
Normal,-0.003051851,-0.112918485,-0.131229591
Normal,-0.088503677,-0.222785119,-0.094607379
Normal,-0.009155553,-0.186162908,-0.039674062
Normal,0.082399976,-0.155644398,0.015259255
Normal,-0.021362957,-0.216681417,0.057985168
Normal,0.088503677,-0.198370311,-0.027466659
Normal,0.119022187,-0.070192572,-0.027466659
Normal,0.106814783,0.015259255,-0.045777764
Normal,0.100711081,0.015259255,-0.03357036
Normal,-0.155644398,0.009155553,-0.051881466
Normal,-0.253303628,0.057985168,-0.045777764
Normal,-0.1617481,0.228888821,-0.003051851
Normal,-0.06408887,0.430311002,-0.027466659
Normal,0.045777764,0.680562779,-0.021362957
Normal,0.106814783,0.61952576,0.119022187
Normal,0.094607379,0.131229591,0.137333293
Normal,0.100711081,-0.436414704,0.088503677
Normal,0.112918485,-0.613422059,0.082399976
Normal,0.167851802,-0.436414704,0.131229591
Normal,0.106814783,-0.131229591,0.119022187
Normal,0.070192572,0.076296274,0.112918485
Normal,0.051881466,0.045777764,0.039674062
Normal,0.088503677,-0.039674062,0.015259255
Normal,0.100711081,-0.210577715,0.009155553
Normal,0.057985168,-0.186162908,-0.015259255
Normal,0.167851802,-0.03357036,0.021362957
Normal,0.204474013,0.216681417,0.06408887
Normal,0.143436994,0.271614734,0.112918485
Normal,0.082399976,0.021362957,0.051881466
Normal,0.003051851,-0.137333293,0.039674062
Normal,-0.009155553,-0.198370311,0.039674062
Normal,0.057985168,-0.112918485,0.003051851
Normal,0.051881466,-0.082399976,0.03357036
Normal,0.009155553,-0.143436994,-0.015259255
Normal,0.070192572,-0.06408887,-0.094607379
Normal,0.082399976,0.06408887,-0.131229591
Normal,-0.076296274,0.021362957,-0.131229591
Normal,-0.137333293,0.009155553,-0.167851802
Normal,-0.094607379,0.070192572,-0.204474013
Normal,-0.119022187,0.021362957,-0.198370311
Normal,-0.082399976,-0.143436994,-0.155644398
Normal,0.100711081,-0.100711081,-0.1617481
Normal,0.015259255,0.076296274,-0.088503677
Normal,-0.088503677,0.100711081,-0.06408887
Normal,-0.015259255,-0.027466659,-0.057985168
Normal,0.03357036,-0.137333293,-0.070192572
Normal,-0.045777764,-0.125125889,-0.06408887
Normal,-0.100711081,-0.051881466,-0.076296274
Normal,-0.137333293,0.009155553,-0.027466659
Normal,-0.003051851,0.119022187,-0.003051851
Normal,0.094607379,0.186162908,-0.021362957
Normal,0.057985168,0.308236945,-0.003051851
Normal,-0.070192572,0.485244319,0.100711081
Normal,-0.094607379,0.491348021,0.112918485
Normal,-0.039674062,0.442518406,0.247199927
Normal,0.045777764,0.241096225,0.32654807
Normal,0.125125889,-0.222785119,0.277718436
Normal,0.186162908,-0.509659126,0.198370311
Normal,0.094607379,-0.350962877,0.131229591
Normal,-0.057985168,0.180059206,0.119022187
Normal,-0.1617481,0.534073934,0.186162908
Normal,-0.137333293,0.222785119,0.051881466
Normal,0.015259255,-0.253303628,0.009155553
Normal,0.131229591,-0.100711081,0.003051851
Normal,0.198370311,0.070192572,0.112918485
Normal,0.210577715,0.100711081,0.125125889
Normal,0.155644398,0.051881466,0.076296274
Normal,0.119022187,0.039674062,0.057985168
Normal,0.1617481,-0.021362957,0.143436994
Normal,0.137333293,-0.283822138,0.131229591
Normal,0.112918485,-0.466933213,0.082399976
Normal,0.076296274,-0.418103598,0.027466659
Normal,0.051881466,-0.03357036,-0.06408887
Normal,0.082399976,0.363170281,-0.06408887
Normal,0.106814783,0.399792492,0.009155553
Normal,0.06408887,0.094607379,-0.051881466
Normal,0.03357036,-0.015259255,-0.125125889
Normal,0.082399976,0.015259255,-0.186162908
Normal,0.222785119,-0.186162908,-0.143436994
Normal,0.234992523,-0.546281338,-0.112918485
Normal,0.070192572,-0.631733164,-0.167851802
Normal,-0.210577715,-0.271614734,-0.180059206
Normal,-0.277718436,0.131229591,-0.167851802
Normal,-0.100711081,0.485244319,-0.149540696
Normal,0.003051851,0.540177636,-0.119022187
Normal,0.131229591,0.167851802,-0.125125889
Normal,-0.112918485,-0.277718436,-0.021362957
Normal,-0.228888821,-0.631733164,-0.015259255
Normal,-0.28992584,-0.753807202,-0.027466659
Normal,-0.143436994,-0.381481387,-0.131229591
Normal,-0.003051851,0.137333293,-0.173955504
Normal,-0.051881466,0.430311002,-0.070192572
Normal,0.088503677,0.405896194,0.009155553
Normal,0.265511032,0.271614734,0.009155553
Normal,0.338755473,0.28992584,0.03357036
Normal,0.234992523,0.534073934,0.070192572
Normal,0.03357036,0.631733164,0.057985168
Normal,-0.051881466,0.570696145,0.234992523
Normal,-0.039674062,0.03357036,0.332651772
Normal,0.009155553,-0.570696145,0.25940733
Normal,0.125125889,-0.67445904,0.19226661
Normal,0.070192572,-0.4242073,0.228888821
Normal,-0.131229591,-0.021362957,0.1617481
Normal,-0.265511032,0.277718436,0.070192572
Normal,-0.186162908,0.357066579,0.009155553
Normal,-0.009155553,0.186162908,0.19226661
Normal,0.143436994,-0.131229591,0.210577715
Normal,0.1617481,-0.204474013,0.100711081
Normal,0.03357036,-0.173955504,0.003051851
Normal,-0.021362957,0.009155553,0.039674062
Normal,-0.082399976,0.247199927,0.19226661
Normal,-0.03357036,0.082399976,0.204474013
Normal,0.039674062,-0.265511032,0.057985168
Normal,0.082399976,-0.222785119,-0.119022187
Normal,0.070192572,0.405896194,-0.03357036
Normal,0.015259255,0.61952576,0.003051851
Normal,0.057985168,0.149540696,-0.009155553
Normal,0.076296274,-0.137333293,-0.039674062
Normal,-0.009155553,-0.106814783,-0.070192572
Normal,-0.009155553,-0.100711081,-0.021362957
Normal,-0.112918485,-0.277718436,-0.009155553
Normal,0.198370311,-0.454725809,-0.03357036
Normal,0.363170281,-0.509659126,-0.119022187
Normal,0.06408887,-0.277718436,-0.210577715
Normal,-0.070192572,-0.051881466,-0.180059206
Normal,-0.155644398,0.119022187,-0.173955504
Normal,-0.094607379,0.25940733,-0.19226661
Normal,-0.082399976,0.28992584,-0.253303628
Normal,-0.057985168,0.277718436,-0.186162908
Normal,-0.009155553,0.039674062,-0.088503677
Normal,-0.027466659,-0.25940733,-0.03357036
Normal,-0.106814783,-0.332651772,-0.082399976
Normal,-0.112918485,-0.167851802,-0.06408887
Normal,-0.009155553,-0.003051851,-0.021362957
Normal,0.082399976,0.051881466,0.045777764
Normal,0.125125889,0.003051851,0.19226661
Normal,0.228888821,0.094607379,0.155644398
Normal,0.296029542,0.234992523,0.143436994
Normal,0.149540696,0.253303628,0.167851802
Normal,0.003051851,0.003051851,0.06408887
Normal,-0.088503677,-0.125125889,0.076296274
Normal,-0.131229591,0.06408887,0.076296274
Normal,-0.119022187,0.253303628,0.173955504
Normal,-0.003051851,0.088503677,0.186162908
Normal,0.015259255,-0.210577715,0.106814783
Normal,0.070192572,-0.25940733,-0.009155553
Normal,-0.027466659,-0.009155553,-0.003051851
Normal,-0.039674062,0.051881466,0.131229591
Normal,-0.015259255,-0.198370311,0.216681417
Normal,0.070192572,-0.491348021,0.210577715
Normal,0.003051851,-0.393688791,0.131229591
Normal,-0.039674062,0.06408887,0.076296274
Normal,-0.021362957,0.314340666,0.06408887
Normal,-0.045777764,0.332651772,0.021362957
Normal,-0.015259255,-0.021362957,0.003051851
Normal,-0.039674062,-0.28992584,-0.112918485
Normal,-0.094607379,-0.021362957,-0.222785119
Normal,-0.070192572,0.485244319,-0.198370311
Normal,0.009155553,0.540177636,-0.173955504
Normal,0.021362957,0.1617481,-0.143436994
Normal,0.057985168,-0.094607379,-0.137333293
Normal,-0.015259255,-0.112918485,-0.06408887
Normal,0.027466659,-0.143436994,0.003051851
Normal,0.088503677,-0.222785119,-0.003051851
Normal,-0.045777764,-0.247199927,0.003051851
Normal,0.051881466,-0.186162908,-0.021362957
Normal,0.112918485,-0.045777764,-0.045777764
Normal,0.039674062,-0.003051851,-0.03357036
Normal,0.076296274,-0.039674062,-0.051881466
Normal,-0.076296274,-0.027466659,-0.06408887
Normal,-0.253303628,0.082399976,-0.057985168
Normal,-0.222785119,0.283822138,-0.015259255
Normal,-0.131229591,0.534073934,-0.015259255
Normal,-0.027466659,0.753807202,0.045777764
Normal,0.119022187,0.540177636,0.137333293
Normal,0.143436994,-0.100711081,0.094607379
Normal,0.119022187,-0.613422059,0.076296274
